Fecha,Hora_Entrada,Hora_Salida,ID_Caja,ID_Producto,Temperatura_Actual,Ubicacion,ID_Robot,ID_Celda,ID_Pedido,Numero_Serie,Responsable,horas_almacenado,Num_Fila_Repetida
26/06/2023,13,22,na,67,12,q35,robot 4,n/a,425,224,4,9,1
26/06/2023,5,15,caja001,7,3,k33,robot 4,2,474,56,4,10,5
26/06/2023,5,18,caja004,80,12,q04,robot 2,0,204,352,3,13,4
26/06/2023,4,18,caja001,15,3,j40,robot 4,0,289,168,9,14,4
26/6/2023,8,15,caja003,86,3,n26,n/a,n/a,63,347,2,7,2
26/06/2023,7,15,caja004,37,3,g14,robot 4,n/a,264,47,10,8,4
26/6/2023,10,22,caja003,93,3,p33,robot 4,n/a,28,119,2,12,3
26/06/2023,11,19,caja002,36,3,g30,n/a,0,15,128,5,8,0
26/06/2023,4,21,caja004,75,12,b18,n/a,2,336,342,2,17,4
26/06/2023,10,21,caja001,5,12,k27,n/a,1,467,21,5,11,1
26/06/2023,7,19,caja002,38,3,g24,robot 4,2,36,341,1,12,1
26/06/2023,8,16,caja001,3,3,a19,robot 4,2,431,343,3,8,3
26/06/2023,12,17,caja003,21,12,g33,n/a,1,156,48,7,5,0
26/06/2023,4,16,caja001,23,3,n16,n/a,n/a,469,439,6,12,0
26/06/2023,11,22,caja004,51,3,g35,robot 4,0,25,161,8,11,5
26/6/2023,5,19,caja002,57,12,i39,robot 1,0,401,30,9,14,1
26/6/2023,13,23,caja004,63,12,g12,n/a,0,96,88,3,10,5
26/06/2023,8,15,caja004,31,12,b03,robot 1,2,224,475,4,7,2
26/06/2023,9,16,caja001,69,12,e21,robot 4,2,498,316,10,7,1
26/06/2023,9,15,na,10,3,l37,robot 4,1,276,411,1,6,4
26/06/2023,7,14,caja004,55,3,q01,n/a,1,149,266,6,7,0
26/06/2023,13,22,caja004,24,3,f20,robot 4,1,317,20,2,9,2
26/06/2023,7,16,caja002,6,3,f40,robot 3,n/a,429,158,1,9,4
26/06/2023,8,19,caja003,77,3,d36,robot 2,1,102,289,4,11,5
26/06/2023,12,17,caja002,83,3,g26,robot 2,0,485,250,4,5,3
26/06/2023,9,22,caja004,46,3,m31,robot 3,0,162,23,2,13,3
26/6/2023,4,14,caja001,83,12,f17,robot 1,2,142,85,8,10,4
26/06/2023,11,17,caja004,14,12,k12,n/a,0,262,130,9,6,3
26/06/2023,7,22,caja004,71,3,h31,robot 3,1,494,18,2,15,2
26/6/2023,4,20,caja004,76,12,b09,robot 3,0,31,135,3,16,1
26/6/2023,4,16,caja004,57,12,g17,robot 1,0,83,45,6,12,0
26/06/2023,12,22,caja003,37,12,f39,robot 1,1,96,330,2,10,1
26/06/2023,8,19,caja001,38,12,e33,robot 2,0,394,398,6,11,2
26/06/2023,13,17,caja001,82,12,l31,robot 1,0,244,460,6,4,1
26/6/2023,13,17,caja002,97,3,f14,n/a,1,417,47,7,4,2
26/06/2023,10,18,caja001,60,3,a39,robot 3,0,174,363,2,8,3
26/6/2023,4,21,caja002,52,12,n37,robot 3,0,462,380,2,17,4
26/06/2023,9,15,na,67,12,p18,robot 4,n/a,156,457,6,6,2
26/06/2023,10,17,caja001,100,12,q28,robot 2,2,478,404,8,7,4
26/06/2023,10,14,caja002,19,3,b06,robot 4,n/a,321,209,3,4,3
26/6/2023,10,17,caja001,39,3,b37,robot 3,n/a,48,389,6,7,2
26/06/2023,7,17,caja002,72,12,h01,robot 3,0,330,225,1,10,3
26/06/2023,4,16,caja003,66,12,g36,robot 4,n/a,164,48,7,12,1
26/6/2023,8,16,caja004,23,3,j26,robot 4,n/a,221,143,1,8,1
26/06/2023,12,16,caja001,70,12,i07,robot 1,1,394,127,6,4,2
26/6/2023,9,20,caja001,85,3,h33,robot 3,1,176,442,10,11,4
26/06/2023,4,15,caja003,14,3,a21,robot 1,0,265,404,3,11,3
26/06/2023,10,22,caja001,18,3,g36,robot 1,0,411,11,2,12,2
26/6/2023,5,22,caja002,28,3,m04,robot 2,1,295,390,2,17,3
26/06/2023,6,20,caja003,73,12,f30,robot 4,0,381,193,3,14,1
26/06/2023,11,14,caja001,70,3,o03,robot 2,2,1,480,3,3,7
26/6/2023,8,22,na,90,12,c10,n/a,2,207,405,6,14,5
26/06/2023,7,22,caja002,86,12,c22,robot 2,1,394,103,9,15,2
26/6/2023,6,23,caja001,39,3,q16,robot 3,2,256,438,3,17,1
26/06/2023,8,16,caja003,54,3,i30,robot 3,n/a,53,14,3,8,5
26/06/2023,13,15,caja004,41,12,c10,robot 1,1,217,430,10,2,6
26/06/2023,12,22,caja001,63,3,o35,robot 4,0,394,40,4,10,1
26/6/2023,13,19,caja001,11,3,k02,robot 2,n/a,90,197,1,6,3
26/06/2023,6,19,na,67,3,b14,n/a,0,80,125,4,13,0
26/6/2023,4,20,caja001,46,3,c08,robot 1,2,31,98,6,16,3
26/6/2023,5,18,caja003,97,3,c18,robot 1,2,365,17,1,13,2
26/06/2023,12,16,caja004,20,3,p12,robot 4,0,390,33,6,4,1
26/6/2023,8,17,caja004,56,12,q23,n/a,2,215,411,4,9,1
26/6/2023,12,18,caja003,57,3,j24,robot 2,2,72,384,8,6,1
26/06/2023,6,14,caja003,29,3,h01,robot 3,1,170,195,9,8,4
26/06/2023,6,20,caja004,35,12,c27,robot 1,0,363,22,8,14,3
26/06/2023,11,14,caja004,78,3,j13,robot 4,0,448,473,7,3,3
26/06/2023,4,19,caja004,30,12,p37,n/a,0,119,264,10,15,1
26/06/2023,11,23,caja003,4,12,o09,robot 1,0,497,88,3,12,2
26/06/2023,6,22,caja001,34,12,p05,n/a,n/a,152,209,2,16,2
26/06/2023,10,20,caja002,32,3,b26,robot 4,1,316,12,2,10,1
26/06/2023,6,17,na,100,12,d31,robot 4,n/a,485,455,8,11,2
26/06/2023,8,19,caja003,48,12,f03,robot 3,2,73,315,10,11,4
26/6/2023,13,20,caja001,6,12,n17,robot 2,1,6,353,10,7,2
26/6/2023,7,20,caja003,47,3,b20,robot 4,2,24,2,9,13,6
26/06/2023,7,21,na,10,12,i02,robot 4,1,453,42,6,14,3
26/6/2023,9,14,na,26,12,c38,n/a,1,253,5,9,5,3
26/6/2023,7,21,caja001,89,3,f18,robot 1,1,283,250,8,14,1
26/06/2023,7,20,caja001,26,3,g21,robot 4,0,463,442,1,13,2
26/06/2023,13,14,caja004,63,3,i34,robot 1,1,454,315,2,1,2
26/06/2023,13,15,na,24,3,k36,robot 2,n/a,291,283,5,2,2
26/06/2023,6,22,caja001,78,12,f32,robot 2,n/a,232,115,7,16,2
26/06/2023,4,15,caja002,71,3,f32,n/a,n/a,202,410,8,11,3
26/6/2023,7,14,caja003,89,3,o13,robot 1,n/a,401,374,9,7,3
26/6/2023,10,15,caja003,67,12,c06,robot 4,0,177,357,1,5,0
26/6/2023,12,23,caja002,80,12,l38,robot 3,1,275,230,4,11,2
26/06/2023,5,18,caja002,54,12,b12,robot 1,n/a,380,93,1,13,3
26/06/2023,13,21,caja004,38,12,c03,robot 3,1,62,328,4,8,1
26/6/2023,11,22,caja002,55,12,d18,robot 4,2,213,282,8,11,2
26/06/2023,6,15,caja001,16,3,g35,robot 2,1,280,396,8,9,6
26/06/2023,6,15,na,39,12,f24,robot 1,1,282,121,6,9,1
26/06/2023,4,14,caja001,5,3,d05,n/a,1,302,118,1,10,2
26/06/2023,10,23,caja001,14,12,o04,n/a,0,278,215,5,13,2
26/06/2023,4,15,caja001,50,3,h11,robot 2,0,162,488,4,11,3
26/6/2023,7,21,na,6,3,i06,robot 2,n/a,379,478,7,14,0
26/06/2023,8,15,caja003,13,12,b03,n/a,n/a,62,254,10,7,3
26/6/2023,10,22,na,31,12,n11,robot 3,1,189,217,3,12,4
26/6/2023,10,19,caja003,100,12,m24,robot 4,2,454,126,1,9,3
26/06/2023,7,18,caja001,31,3,d30,robot 2,2,328,456,1,11,2
26/06/2023,8,20,caja002,24,3,o19,robot 1,0,138,159,9,12,3
26/6/2023,7,23,caja004,61,3,l31,robot 2,n/a,496,435,6,16,2
26/06/2023,5,20,caja001,67,3,e24,robot 2,1,438,381,3,15,0
26/6/2023,13,23,caja003,17,3,d06,n/a,1,433,210,5,10,4
26/06/2023,6,15,caja003,42,12,n31,robot 1,1,314,376,4,9,3
26/6/2023,9,21,caja002,42,3,m07,robot 3,0,463,390,8,12,2
26/06/2023,4,18,caja004,42,12,p22,robot 3,2,457,357,2,14,2
26/06/2023,6,23,caja001,86,3,q15,n/a,1,95,260,2,17,4
26/06/2023,6,20,caja001,71,12,d15,robot 2,2,460,52,6,14,3
26/6/2023,6,18,caja002,42,12,f21,n/a,n/a,122,126,6,12,1
26/06/2023,4,21,caja004,38,12,j25,robot 2,n/a,58,480,10,17,4
26/06/2023,12,22,caja004,42,3,g14,robot 4,2,490,494,6,10,5
26/06/2023,13,18,caja002,63,3,e24,robot 1,2,47,307,9,5,1
26/06/2023,6,20,caja004,58,12,o35,robot 2,0,475,352,9,14,2
26/6/2023,10,19,caja003,20,3,k23,robot 1,1,168,152,3,9,2
26/06/2023,10,23,caja004,25,3,h10,robot 3,n/a,425,426,6,13,0
26/06/2023,9,21,caja002,74,12,m27,n/a,2,151,474,6,12,2
26/06/2023,5,14,caja003,68,3,f03,robot 3,2,348,500,5,9,5
26/06/2023,4,14,caja004,29,12,n12,robot 4,2,185,273,2,10,3
26/06/2023,7,16,caja004,55,3,f13,n/a,1,484,391,9,9,3
26/06/2023,8,17,caja003,82,3,p18,robot 3,2,144,485,1,9,3
26/06/2023,4,14,caja002,39,3,o38,robot 2,2,55,414,7,10,3
26/6/2023,11,18,caja002,72,3,g15,robot 3,2,500,119,6,7,3
26/06/2023,8,20,caja004,7,12,i16,robot 4,0,314,401,4,12,0
26/06/2023,10,17,caja003,34,3,b37,robot 2,0,127,373,1,7,3
26/6/2023,4,15,caja003,59,3,b01,n/a,1,14,164,9,11,6
26/06/2023,8,20,caja001,91,3,o33,n/a,n/a,160,28,4,12,2
26/6/2023,9,18,caja002,96,3,b27,n/a,1,215,315,1,9,3
26/6/2023,13,23,caja002,6,12,b20,robot 4,1,124,172,10,10,7
26/06/2023,7,19,caja002,41,12,o04,robot 2,n/a,331,47,10,12,3
26/06/2023,13,23,caja001,45,12,k40,robot 3,0,432,177,10,10,1
26/6/2023,11,15,caja001,62,12,e39,robot 2,0,277,462,6,4,0
26/06/2023,8,18,caja001,38,12,b22,robot 2,1,103,265,1,10,1
26/06/2023,7,19,caja002,20,12,n04,robot 4,2,371,468,4,12,3
26/06/2023,7,14,caja002,69,3,c37,robot 3,n/a,22,105,1,7,1
26/06/2023,10,19,caja002,43,12,d22,robot 1,0,468,242,5,9,2
26/6/2023,5,14,caja001,82,12,l11,robot 3,1,341,200,9,9,2
26/06/2023,10,15,caja004,50,3,a23,robot 3,1,499,375,7,5,1
26/06/2023,9,22,caja003,11,12,a20,robot 1,0,6,287,6,13,0
26/06/2023,11,14,caja002,20,3,e27,robot 1,2,175,336,5,3,0
26/06/2023,10,21,caja002,53,12,m08,robot 3,2,189,202,7,11,4
26/6/2023,6,23,caja003,88,3,k12,robot 3,0,283,470,2,17,4
26/06/2023,4,21,caja003,26,12,p14,robot 4,2,294,489,1,17,1
26/6/2023,13,15,caja003,1,12,j16,robot 4,n/a,272,35,3,2,4
26/06/2023,5,20,caja002,41,3,b01,n/a,n/a,137,99,5,15,7
26/06/2023,6,20,caja002,19,12,i05,robot 1,2,250,14,9,14,3
26/6/2023,11,23,caja001,26,12,q07,n/a,0,89,378,10,12,1
26/6/2023,5,22,caja004,62,3,h28,robot 4,0,360,300,4,17,4
26/06/2023,7,19,caja002,16,3,b36,robot 4,n/a,408,74,10,12,4
26/06/2023,11,18,caja002,91,3,g23,robot 1,0,257,178,2,7,2
26/06/2023,9,15,caja002,75,12,a26,robot 3,n/a,123,170,2,6,1
26/6/2023,10,21,caja001,39,12,h30,robot 4,1,456,70,4,11,2
26/6/2023,8,16,caja001,26,3,h18,robot 1,1,53,171,3,8,4
26/06/2023,5,20,caja002,59,12,a40,robot 3,n/a,442,134,3,15,0
26/6/2023,5,21,caja002,19,3,i32,robot 4,n/a,280,398,2,16,3
26/06/2023,4,14,caja002,60,12,l13,robot 3,1,413,201,3,10,0
26/6/2023,11,18,caja002,51,12,j39,robot 2,n/a,135,304,5,7,1
26/06/2023,7,17,caja002,43,3,q37,robot 4,0,188,178,8,10,2
26/06/2023,8,22,caja003,11,3,m20,robot 2,1,218,380,4,14,3
26/6/2023,9,23,caja001,36,3,g38,robot 3,0,373,362,9,14,1
26/06/2023,9,23,caja002,33,3,i36,n/a,0,389,349,10,14,1
26/06/2023,5,16,caja003,49,3,i24,robot 1,2,89,136,3,11,4
26/6/2023,10,16,caja004,45,3,k35,robot 1,0,222,455,7,6,4
26/6/2023,10,15,caja001,33,12,e18,robot 3,1,294,375,9,5,1
26/06/2023,8,17,caja001,49,3,o03,robot 2,1,55,305,3,9,8
26/06/2023,11,15,caja004,16,12,o05,n/a,0,457,303,9,4,1
26/06/2023,8,17,caja001,40,3,m28,n/a,2,340,477,1,9,6
26/06/2023,12,18,caja004,18,3,m33,n/a,n/a,19,355,2,6,2
26/06/2023,8,17,caja004,37,3,e35,robot 4,0,378,489,8,9,4
26/06/2023,5,23,caja002,70,12,n30,robot 1,1,145,13,1,18,1
26/06/2023,9,20,caja002,42,3,f40,n/a,1,40,235,8,11,5
26/06/2023,12,16,caja004,9,3,f06,robot 1,1,125,46,1,4,3
26/06/2023,10,19,caja004,87,3,e27,robot 2,1,145,15,4,9,1
26/6/2023,6,17,caja003,21,12,f29,n/a,1,231,85,5,11,3
26/06/2023,6,21,caja004,88,12,g40,robot 2,0,391,44,1,15,1
26/06/2023,8,23,caja004,86,3,j33,robot 3,2,497,430,2,15,1
26/06/2023,7,22,caja003,57,3,i38,robot 3,n/a,325,405,2,15,4
26/06/2023,7,22,na,80,12,b20,n/a,n/a,65,320,2,15,8
26/06/2023,12,23,caja002,6,3,e38,robot 3,0,383,22,10,11,2
26/06/2023,11,23,caja002,50,3,f15,n/a,1,275,117,3,12,2
26/6/2023,6,20,caja003,52,3,b19,robot 3,1,377,382,7,14,1
26/06/2023,9,18,caja001,14,12,h04,robot 1,0,337,103,5,9,2
26/06/2023,13,16,caja003,77,3,c19,robot 2,0,37,459,10,3,5
26/06/2023,12,20,caja001,57,3,b26,robot 1,2,237,54,1,8,2
26/06/2023,5,22,caja002,14,12,m36,n/a,2,78,434,8,17,3
26/06/2023,8,16,caja002,46,3,l03,n/a,n/a,237,88,6,8,0
26/06/2023,11,17,caja003,79,3,e01,robot 4,n/a,307,105,8,6,2
26/06/2023,8,22,caja004,28,12,h37,robot 2,n/a,455,129,6,14,0
26/06/2023,9,20,caja003,6,12,m31,robot 2,0,80,313,9,11,4
26/6/2023,10,21,caja001,78,12,m23,n/a,n/a,144,258,5,11,0
26/6/2023,9,19,na,47,3,m34,robot 4,0,18,261,6,10,3
26/06/2023,12,19,caja002,58,12,e32,robot 1,2,83,325,8,7,1
26/06/2023,5,19,caja002,36,12,n32,robot 1,1,322,418,5,14,0
26/06/2023,11,16,caja004,83,3,k18,robot 1,1,232,35,7,5,4
26/6/2023,7,20,caja002,47,12,c14,n/a,1,27,383,10,13,0
26/06/2023,9,16,caja003,96,12,f30,robot 1,n/a,204,347,6,7,2
26/06/2023,10,23,caja002,97,12,n07,n/a,1,337,21,2,13,2
26/06/2023,7,23,caja004,95,3,h32,robot 4,1,425,304,5,16,2
26/6/2023,10,21,na,42,3,l01,robot 1,1,60,50,1,11,3
26/06/2023,9,19,caja003,29,12,e17,n/a,0,215,199,2,10,2
26/06/2023,10,21,caja002,56,3,g40,n/a,1,467,462,8,11,2
26/6/2023,12,20,caja001,18,12,k10,n/a,n/a,144,87,8,8,0
26/06/2023,6,23,caja001,2,3,c33,robot 4,n/a,52,254,5,17,3
26/6/2023,6,18,caja004,35,12,a05,robot 4,n/a,235,239,9,12,2
26/06/2023,9,15,caja001,17,12,d09,n/a,0,435,475,6,6,3
26/06/2023,7,23,caja004,13,3,h25,robot 4,0,473,196,4,16,0
26/06/2023,6,15,caja002,24,12,b30,robot 1,2,10,184,2,9,3
26/06/2023,9,21,caja003,42,12,m20,robot 1,n/a,220,184,9,12,4
26/06/2023,11,18,caja002,35,3,e09,n/a,n/a,310,89,10,7,2
26/06/2023,4,22,na,55,3,p27,robot 2,0,89,176,2,18,1
26/06/2023,10,15,na,46,3,o10,robot 3,n/a,142,164,6,5,2
26/6/2023,11,19,caja002,39,3,n18,robot 3,n/a,186,299,3,8,1
26/06/2023,6,14,caja001,3,12,q08,robot 3,1,29,483,2,8,2
26/06/2023,11,22,caja001,46,12,m27,robot 2,1,31,83,9,11,3
26/6/2023,5,18,caja002,33,12,h23,robot 3,2,46,258,8,13,4
26/06/2023,5,20,caja003,68,12,k39,robot 3,0,426,124,7,15,3
26/6/2023,4,20,caja003,24,12,o14,robot 4,0,75,410,2,16,2
26/6/2023,9,23,caja003,95,3,n22,robot 1,0,157,449,2,14,2
26/06/2023,10,16,caja001,22,12,h21,robot 4,0,222,166,2,6,1
26/06/2023,5,19,caja001,44,3,h14,robot 3,n/a,38,210,5,14,1
26/06/2023,7,16,caja004,10,3,q08,robot 4,0,208,248,9,9,3
26/06/2023,12,23,na,47,3,l04,robot 3,n/a,447,316,10,11,1
26/06/2023,11,15,caja003,39,12,m07,robot 3,2,67,260,5,4,3
26/6/2023,11,21,na,82,3,o20,robot 1,n/a,55,295,2,10,0
26/06/2023,12,14,caja001,58,12,o02,robot 2,n/a,284,47,3,2,4
26/6/2023,11,19,na,94,12,d18,n/a,2,428,296,8,8,3
26/06/2023,10,21,caja002,29,12,b37,n/a,n/a,358,326,7,11,4
26/06/2023,8,19,caja002,65,12,d20,robot 1,n/a,326,46,9,11,2
26/06/2023,4,14,caja002,46,3,b05,n/a,n/a,423,275,6,10,5
26/06/2023,5,20,caja001,30,3,p14,robot 2,n/a,354,378,1,15,2
26/06/2023,10,20,caja002,55,12,k24,n/a,0,251,71,1,10,1
26/06/2023,4,16,na,56,3,b15,robot 4,1,433,309,7,12,4
26/6/2023,12,22,caja001,6,12,g24,robot 3,1,160,490,10,10,2
26/6/2023,8,18,caja003,62,3,i34,robot 4,1,156,192,10,10,3
26/6/2023,12,17,caja001,39,12,c31,robot 4,n/a,335,454,3,5,1
26/06/2023,6,15,caja002,31,12,e01,robot 2,2,424,65,9,9,3
26/6/2023,6,18,caja002,35,3,h02,robot 3,1,325,193,8,12,2
26/06/2023,7,17,caja004,11,3,o06,robot 1,2,174,244,4,10,2
26/06/2023,5,14,caja002,49,12,b39,robot 2,0,307,296,10,9,7
26/6/2023,10,17,caja004,85,3,h04,n/a,n/a,363,363,2,7,3
26/06/2023,13,22,caja001,26,3,b17,n/a,1,97,163,9,9,2
26/06/2023,4,19,caja001,74,12,l06,robot 2,2,133,201,7,15,1
26/06/2023,4,17,caja004,95,3,e18,robot 1,n/a,472,232,5,13,2
26/6/2023,9,14,caja004,76,12,e15,robot 4,1,12,229,5,5,2
26/06/2023,13,15,caja002,18,3,a23,n/a,n/a,295,136,2,2,2
26/06/2023,6,19,caja003,87,3,a33,robot 4,0,18,373,9,13,1
26/06/2023,10,18,na,53,3,h17,robot 3,0,370,472,6,8,5
26/6/2023,13,16,caja003,35,3,e02,robot 4,1,197,302,3,3,1
26/6/2023,7,14,na,72,3,b03,robot 3,2,82,434,10,7,4
26/6/2023,11,15,caja004,17,3,e21,n/a,1,45,275,2,4,2
26/6/2023,5,18,caja001,39,3,l33,robot 2,n/a,263,459,4,13,1
26/06/2023,10,21,caja004,44,3,g33,robot 1,n/a,289,174,6,11,1
26/6/2023,12,21,caja003,33,3,o04,robot 2,2,158,93,6,9,4
26/6/2023,4,15,caja001,37,12,p35,n/a,2,9,404,9,11,1
26/6/2023,12,14,caja002,56,12,k35,robot 1,1,321,392,1,2,5
26/6/2023,7,14,caja003,99,12,i31,n/a,2,80,99,4,7,0
26/6/2023,8,17,caja003,61,3,o19,robot 2,2,231,22,1,9,4
26/06/2023,5,21,caja003,44,12,g11,n/a,2,325,117,5,16,5
26/6/2023,8,16,caja001,84,12,j20,robot 3,n/a,399,317,2,8,1
26/06/2023,7,19,caja003,8,12,l23,robot 2,0,383,193,7,12,3
26/6/2023,10,20,caja001,63,12,o37,robot 2,1,359,135,9,10,1
26/06/2023,10,18,caja004,38,3,g19,n/a,1,405,276,6,8,3
26/06/2023,8,18,caja002,53,12,q28,robot 4,n/a,328,83,1,10,5
26/06/2023,13,18,na,91,3,j11,robot 3,0,387,69,9,5,0
26/06/2023,4,18,caja002,34,12,c22,n/a,2,46,155,4,14,3
26/06/2023,11,20,caja003,84,12,k17,robot 1,n/a,404,79,2,9,4
26/06/2023,10,21,caja004,92,12,e33,robot 2,n/a,154,301,6,11,3
26/06/2023,4,20,caja001,32,12,q09,robot 4,1,292,323,7,16,2
26/06/2023,9,20,na,4,3,k26,robot 4,n/a,456,230,10,11,2
26/06/2023,8,14,caja002,16,3,n17,robot 3,n/a,330,260,9,6,3
26/6/2023,12,20,caja002,73,3,j22,robot 4,n/a,121,400,10,8,2
26/6/2023,5,19,caja004,20,12,i19,robot 3,1,358,10,1,14,4
26/06/2023,9,20,caja002,30,12,e13,robot 1,0,223,31,3,11,3
26/06/2023,10,23,caja001,25,12,i35,robot 4,0,378,18,9,13,1
26/6/2023,12,15,caja003,50,3,f22,robot 4,1,467,392,8,3,2
26/06/2023,7,23,caja002,57,3,k07,robot 1,0,466,412,2,16,2
26/6/2023,8,23,caja001,33,3,a25,robot 1,n/a,376,382,5,15,3
26/6/2023,8,23,caja003,99,12,o07,robot 4,0,445,333,4,15,1
26/6/2023,5,22,caja004,27,3,l29,robot 3,2,477,364,7,17,3
26/06/2023,8,15,caja001,45,12,a06,robot 4,0,183,410,7,7,3
26/06/2023,11,15,caja003,54,12,h19,robot 4,n/a,198,64,2,4,3
26/06/2023,5,16,caja002,100,3,c28,n/a,0,469,365,7,11,1
26/06/2023,10,17,caja004,8,12,l06,n/a,n/a,116,209,8,7,2
26/6/2023,13,18,caja004,9,3,f19,robot 1,n/a,12,134,1,5,2
26/06/2023,6,18,caja002,43,3,p08,robot 4,1,59,222,8,12,3
26/6/2023,7,16,na,69,3,h21,n/a,n/a,109,495,2,9,2
26/06/2023,9,15,caja004,21,12,n08,robot 1,2,19,237,6,6,1
26/6/2023,4,22,caja004,74,3,m35,n/a,0,385,293,6,18,2
26/06/2023,4,14,na,35,3,q02,robot 3,2,360,273,4,10,4
26/6/2023,10,17,caja003,75,3,f22,robot 2,1,203,455,2,7,3
26/06/2023,12,14,na,86,3,b07,robot 1,n/a,58,64,1,2,3
26/06/2023,12,22,caja001,59,12,f38,n/a,2,473,64,8,10,0
26/06/2023,6,20,caja003,53,3,h37,robot 2,2,292,36,4,14,1
26/06/2023,8,21,caja003,90,3,c40,robot 1,2,347,83,6,13,3
26/6/2023,5,17,caja004,8,3,e33,robot 3,n/a,336,169,1,12,4
26/6/2023,9,14,caja002,41,3,k21,n/a,n/a,453,364,6,5,4
26/6/2023,9,20,caja002,33,3,d33,robot 2,2,228,235,8,11,3
26/06/2023,6,17,caja004,60,12,l03,robot 1,2,299,434,9,11,1
26/06/2023,7,16,caja001,98,12,l24,robot 3,n/a,204,158,5,9,0
26/06/2023,11,14,caja002,96,3,d21,robot 2,0,344,211,10,3,1
26/06/2023,4,23,caja001,10,12,j34,robot 2,n/a,298,441,8,19,3
26/06/2023,12,18,caja001,23,12,q35,n/a,0,208,493,6,6,2
26/06/2023,11,18,caja001,79,12,p08,robot 1,1,338,33,10,7,4
26/6/2023,6,20,caja002,86,12,d12,robot 4,n/a,349,27,1,14,5
26/06/2023,4,15,na,50,3,g28,robot 2,1,231,66,9,11,1
26/06/2023,10,17,caja002,24,12,j28,n/a,1,178,257,1,7,3
26/6/2023,11,18,caja002,77,3,n37,robot 1,2,35,200,4,7,5
26/06/2023,10,18,caja001,80,3,d03,robot 3,0,357,267,1,8,3
26/06/2023,9,20,caja001,77,3,e20,robot 3,1,225,190,4,11,4
26/6/2023,10,21,na,23,3,n11,robot 3,0,362,479,1,11,5
26/06/2023,9,20,caja001,38,3,q23,robot 1,2,408,285,2,11,2
26/6/2023,9,16,caja004,57,3,k29,robot 3,0,496,82,10,7,1
26/06/2023,4,22,caja003,95,12,k23,robot 3,1,86,500,7,18,3
26/06/2023,7,21,caja003,17,12,n07,robot 3,1,298,56,5,14,3
26/06/2023,10,14,caja001,65,12,m33,n/a,n/a,26,121,6,4,3
26/6/2023,12,23,na,49,3,k07,robot 2,0,398,480,5,11,3
26/6/2023,6,15,caja002,99,3,f24,robot 3,2,286,493,2,9,2
26/06/2023,9,14,na,9,12,q17,robot 3,0,371,251,4,5,0
26/6/2023,7,15,na,8,3,e13,robot 2,1,239,146,10,8,4
26/06/2023,8,17,caja001,26,3,b11,robot 3,0,460,211,5,9,0
26/6/2023,10,14,caja004,88,12,l34,robot 2,2,172,34,1,4,2
26/6/2023,6,22,caja003,6,3,f16,robot 4,1,8,295,6,16,2
26/06/2023,9,23,caja001,81,12,d21,robot 2,1,367,438,6,14,2
26/06/2023,8,15,caja004,69,3,q01,robot 1,n/a,99,368,5,7,1
26/06/2023,5,15,na,50,3,m07,robot 1,1,159,265,1,10,4
26/06/2023,13,19,caja002,93,3,b26,robot 3,2,35,168,5,6,3
26/06/2023,7,21,caja001,40,12,p39,robot 4,2,336,359,3,14,1
26/06/2023,9,21,caja002,52,12,l13,robot 2,2,284,78,6,12,1
26/06/2023,11,15,caja001,33,12,n01,robot 1,0,454,422,7,4,0
26/6/2023,7,23,na,50,3,h26,robot 4,2,169,223,4,16,2
26/06/2023,6,18,caja002,28,3,p31,robot 4,n/a,410,386,8,12,1
26/06/2023,4,22,caja002,32,3,c38,n/a,2,444,150,2,18,4
26/06/2023,8,21,caja001,60,3,d34,robot 2,2,230,174,3,13,0
26/06/2023,7,18,caja002,55,12,p05,robot 3,0,484,176,8,11,3
26/6/2023,10,22,caja004,16,3,i11,robot 4,0,280,319,7,12,2
26/06/2023,8,22,caja002,4,3,b32,robot 1,2,25,45,7,14,1
26/6/2023,13,20,caja003,12,12,q36,robot 2,n/a,208,154,10,7,2
26/06/2023,5,21,caja004,71,3,k24,robot 1,2,375,382,8,16,2
26/6/2023,10,18,caja003,68,12,d27,n/a,2,23,395,10,8,1
26/06/2023,9,18,caja004,78,3,n31,n/a,1,50,425,9,9,4
26/06/2023,6,22,caja004,78,12,o36,n/a,1,38,240,9,16,2
26/6/2023,8,22,caja004,22,12,d30,robot 1,1,144,445,4,14,3
26/6/2023,10,15,caja004,38,12,b36,robot 4,0,302,377,8,5,5
26/6/2023,13,18,caja003,22,3,g11,robot 1,0,438,245,9,5,6
26/06/2023,13,19,caja004,56,12,m02,robot 4,2,24,358,6,6,3
26/06/2023,9,16,caja003,16,3,a13,robot 2,n/a,276,16,3,7,5
26/6/2023,5,16,caja001,44,12,f02,robot 3,1,210,322,5,11,2
26/06/2023,11,15,caja002,75,12,b15,robot 3,n/a,206,439,10,4,5
26/06/2023,9,21,caja003,98,3,q30,n/a,2,24,224,8,12,2
26/06/2023,12,18,caja001,74,3,o07,robot 4,n/a,472,18,10,6,2
26/06/2023,6,14,caja002,5,12,e11,n/a,2,5,125,6,8,1
26/6/2023,6,21,caja003,72,12,i02,robot 4,0,110,281,3,15,4
26/06/2023,12,23,caja004,91,12,j15,robot 4,2,375,177,2,11,0
26/06/2023,10,19,caja004,10,3,a21,robot 2,1,160,358,9,9,4
26/6/2023,12,22,caja001,41,3,n38,robot 3,0,14,153,5,10,2
26/6/2023,8,20,caja003,43,12,i25,robot 2,n/a,463,304,8,12,3
